,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
17995,EIF3H,1168.437462,-0.210205777,0.631162928,-0.333045189,0.739100173,0.963203784
17996,TYW5,49.67773859,-0.141764262,0.301649836,-0.469963,0.638381453,0.927198585
17997,H15,0.196741232,-6.920066594,3.801740735,-1.820236328,0.068723023,0.420562401
17998,ACRO,72.06213408,-0.46176104,0.31338552,-1.473460037,0.140627032,0.557621673
17999,MLRP1,7.30645846,0.769272378,0.806474056,0.953871204,0.340148841,0.768320364
18000,XBP1,5083.975426,-0.166279915,0.135586381,-1.22637623,0.220057127,0.657835188
18001,TRI56,7.51423989,0.133196911,0.948905627,0.140368976,0.888368469,0.988562255
18002,TRI56,102.6610669,0.118453742,0.154989032,0.764271768,0.444705306,0.839246274
18003,HOOK3,115.9393971,0.635012812,0.538246354,1.179780981,0.238087336,0.678523871
18004,HOOK3,82.22634738,-0.686449912,0.999947828,-0.686485728,0.492406861,0.864106632
18005,SPN1,68.03408749,-0.340917431,0.215989346,-1.578399292,0.114473908,0.511661283
18006,SPN1,284.275633,-0.003736994,0.080923189,-0.046179517,0.963167168,0.998211455
18007,EXD1,139.9257012,-0.388679821,0.341320661,-1.138752691,0.254806319,0.694190528
18008,INX5,23.87187351,0.242791634,0.307338343,0.789981593,0.429538518,0.830434076
18009,PCH2,20.21271112,0.076230692,0.200605567,0.380002874,0.703943282,0.952139516
18010,HMCN1,66.0132517,1.818928737,2.194723461,0.828773542,0.407232562,0.81749926
18011,HMCN1,21.34285492,-0.603994844,0.766575224,-0.787913339,0.430747398,0.830724954
18012,HMCN1,55.81348175,0.444582943,1.19692729,0.371436884,0.710312158,0.952810025
18013,HMCN1,131.2872546,-7.039882091,1.63594037,-4.30326326,1.68E-05,0.002518907
18014,HMCN1,34.43994308,1.812203235,1.358172312,1.334295523,0.182107024,0.614639555
18015,HMCN1,89.08943917,1.55889392,1.052761188,1.4807669,0.1386687,0.554731999
18016,HMCN1,103.826242,-0.85337224,1.163143095,-0.733677776,0.463145146,0.848622243
18017,TRAP1,260.6714041,-0.39252528,0.161493289,-2.430598097,0.015073925,0.215021605
18018,CTL2,11.60292227,0.31956004,0.300402901,1.063771483,0.287432233,0.725892209
18019,38231,537.1136147,0.545306521,0.233124139,2.339125084,0.019328961,0.241301012
18020,38231,438.6536822,-0.357670665,0.35268667,-1.01413151,0.310520004,0.746205988
18021,HCLS1,2.935653068,-1.159330413,0.696724179,-1.663973274,0.09611777,0.480859344
18022,DMBT1,17.6181032,1.07648258,1.183831836,0.909320519,NA,NA
18023,DMBT1,0.38737971,-9.568586075,3.801740735,-2.516896007,0.011839377,0.193883209
18024,AMPD2,2.769200149,-0.113158745,0.725897501,-0.155888048,0.876121266,0.987008569
18025,AMPD2,0.017609232,-0.040182738,3.801740735,-0.010569563,0.991566866,0.998211455
18026,AMPD2,0.550480227,0.321460774,1.543164432,0.208312716,0.834984804,0.980372959
18027,AMPD2,0.510365234,-2.608265299,3.778407892,-0.690308028,0.490000501,0.862796152
18028,AMPD2,7.747258544,-1.040112579,0.482893482,-2.153917206,0.031246665,0.298214408
18029,TOLL8,536.6963115,0.087977745,0.155469079,0.565885808,0.57147141,0.89901477
18030,SACS,0.220834918,-0.494116542,2.371230472,-0.208379805,0.834932424,0.980372959
18031,PRR5,14.36777708,0.256160955,0.758423293,0.337754599,0.735548126,0.961884171
18032,PRR5,114.795891,-0.241398444,0.214003852,-1.128009807,0.259315777,0.69874288
18033,YTX2,0.863758509,0.250789232,1.047621237,0.239389221,0.810803788,0.977412294
18034,YTX2,2.283258107,1.859532929,1.24196025,1.497256397,0.134326556,0.546540705
18035,STR6L,15.51914299,0.637327193,0.387067279,1.646554043,0.099649743,0.485747692
18036,STR6L,18.42027297,-0.508374355,0.379745224,-1.338724816,0.180660274,0.612801167
18037,ABCG5,5.647514399,0.019827459,0.677718035,0.029256207,0.976660254,0.998211455
18038,GPTC4,54.8595202,-0.395095448,0.190493552,-2.074062054,0.038073548,0.323647809
18039,GPTC4,18.94790223,-0.294935388,0.306557517,-0.962088259,0.336005271,0.764910795
18040,NMUR1,11.70640146,0.198499746,0.407640405,0.486948161,0.626295068,0.924063287
18041,PIF1,0.569341482,-1.004657171,1.173675259,-0.855992459,0.392001951,0.805709291
18042,NAGAB,127.0268843,0.027801188,0.206282355,0.134772495,0.892791753,0.988816726
18043,VKGC,135.4038085,0.115837654,0.249852872,0.463623466,0.642917539,0.928468461
18044,RPB4,122.8962396,-0.215587708,0.119510441,-1.803923635,0.071243279,0.427255757
18045,DLEC1,203.5116619,0.148094123,0.168236989,0.880270887,0.37871258,0.794904717
18046,DLEC1,47.27964402,-0.252728371,0.594261843,-0.425281169,0.670631719,0.938347763
18047,DLEC1,73.6845866,0.240034438,0.262932432,0.912913008,0.361288296,0.783396599
18048,US6NL,294.7068063,0.416502032,0.145555169,2.861471947,0.004216788,0.118514604
18049,CLUA1,264.9093087,-0.090544712,0.089299737,-1.013941531,0.310610653,0.746305427
18050,FUT1,13.36794045,0.390694686,0.301883491,1.294190302,0.195599696,0.631384921
18051,PTK7,6.810024996,-0.43007057,0.833589691,-0.51592597,0.605906115,0.91677422
18052,MFSD6,20.49577218,-0.113516995,0.22115075,-0.513301423,0.607740489,0.917063082
18053,NDUV1,376.6112132,-0.185292174,0.128687223,-1.439864576,0.149905717,0.572328888
18054,ZNFX1,1171.185096,0.132291685,0.129854439,1.01876906,0.308312617,0.744677572
18055,MBTP2,63.95138028,0.014083526,0.274071277,0.051386361,0.959017653,0.99728377
18056,DEAHC,741.2629182,-0.239468558,0.191954443,-1.247528079,0.212203931,0.649534975
18057,LMAN1,40.73745203,0.255572932,0.237596178,1.075660956,0.282078915,0.721145506
18058,TLR2,207.9533209,0.058395864,0.167339889,0.348965598,0.727115137,0.958523501
18059,RTF1,294.8349686,-0.100329452,0.376102431,-0.266760977,0.789653202,0.975193538
18060,RTF1,163.2851184,0.863226882,0.778577114,1.108723679,0.267549404,0.705984696
18061,DZIP3,226.9855897,0.422424412,2.062188678,0.204842756,0.837694981,0.980372959
18062,DZIP3,26.29590422,25.50768141,2.728997757,9.346904499,9.03E-21,4.89E-17
18063,DZIP3,0.732328335,1.654036268,3.789999277,0.436421262,0.662531115,0.936269861
18064,DZIP3,5.245418532,4.539375381,2.864346136,1.584785905,0.113014986,0.508696476
18065,DZIP3,98.36882853,0.473086755,1.893449179,0.249854477,0.802699889,0.977412294
18066,BCL10,89.92650234,0.118060201,0.153878699,0.767229005,0.44294537,0.83836514
18067,RTBS,68.08217995,0.097550573,0.627555921,0.155445228,0.876470331,0.987150263
18068,B4GT1,24.16651758,-0.741217384,0.304098068,-2.437428788,0.014792127,0.213595639
18069,BRD8,7.036763371,-0.734516457,1.082260498,-0.678687302,0.497336013,0.865848272
18070,BRD8,119.971192,-0.362629993,0.138731776,-2.613892822,0.008951711,0.167031845
18071,BRD8,22.11915466,-0.28455086,0.294721648,-0.965490193,0.334299346,0.76423904
18072,GDF8,3610.154394,0.077222601,0.092892507,0.831311411,0.40579773,0.816718312
18073,RU1C,309.2950891,-0.418786484,0.147062681,-2.8476734,0.004404009,0.121031104
18074,COX18,69.08839484,0.050536183,0.165502376,0.305350197,0.760099449,0.967792442
18075,MIB2,4.742948325,4.493841776,1.367885185,3.285247785,0.001018927,0.053106258
18076,KCNK2,35.66664993,-0.381845333,0.272810601,-1.399671903,0.161611591,0.587634164
18077,KCNK2,21.88063313,0.035898252,0.424508694,0.084564233,0.932607835,0.995498338
18078,KCNK3,0.797380238,2.225266024,2.272696821,0.97913017,0.327515666,0.759161878
18079,IF44L,9.665132055,0.69665054,1.120967536,0.621472538,0.534288758,0.882987915
18080,IFI44,6.568158054,-0.571726687,0.68658849,-0.832706483,0.405010287,0.816194168
18081,SPAS2,0.264621713,-0.945214026,3.796022015,-0.249001197,0.803359855,0.977412294
18082,SPS2L,13.22422117,-0.709516275,0.769525533,-0.922017847,0.356519266,0.780759205
18083,SPS2L,10.91087398,-1.574243498,0.822237019,-1.914586015,0.05554532,0.385095828
18084,TTC13,36.61841388,0.449345096,0.297078555,1.512546392,0.13039492,0.540654513
18085,TTC13,12.65370199,1.200607159,0.346763973,3.462318041,0.000535544,0.035401411
18086,TTC13,2.783663815,-3.731621414,2.389904552,-1.561410229,0.11842699,0.518734141
18087,TTC13,24.31655968,-1.17396279,0.455701318,-2.576167204,0.009990232,0.177983026
18088,YDCI,0.413283362,-0.096645891,1.282623956,-0.075350138,0.939936131,0.995498338
18089,SRBD1,78.38697061,-0.331403529,0.244506555,-1.355397318,0.175291004,0.60683898
18090,TUTL,150.6716184,-0.04431381,0.198956889,-0.222730714,0.823745096,0.980372959
18091,D39U1,0.554046593,-1.539647035,1.986806697,-0.774935497,0.438377776,0.835867221
18092,D39U1,58.01414786,-0.153978265,0.247593968,-0.621898288,0.534008751,0.882987915
18093,D39U1,14.20680737,-0.431970369,0.260119435,-1.660661647,0.09678142,0.481840357
18094,D39U1,4.514381243,0.996317737,0.649992501,1.532814203,0.12532164,0.532229977
18095,BRAT,26.81640713,-0.952188518,0.429049132,-2.219299483,0.026466357,0.2797872
18096,MLRN,101.0808747,-0.570349074,0.17790462,-3.205926157,0.001346285,0.062096238
18097,DYH1B,6.675443786,-0.358183555,0.385526859,-0.929075489,0.352849966,0.778561547
18098,SLO,53.4621878,-0.259834152,0.816045231,-0.318406557,0.750176565,0.966338068
18099,SLO,97.66946379,0.314182054,0.402651746,0.780282357,0.435224695,0.833941922
18100,SLO,53.94123267,-0.088679439,0.863597817,-0.102686039,0.918212154,0.994539676
18101,PHIPL,49.53737559,0.33174018,1.316286267,0.252027381,0.8010199,0.977412294
18102,PHIPL,98.08229067,-0.321306803,0.755880934,-0.425075945,0.670781313,0.938387534
18103,RTXE,22.25750564,2.072103919,0.865217929,2.394892487,0.016625239,0.226282762
18104,WFDC1,46.08170251,-0.148685831,0.458373791,-0.324376817,0.745652769,0.964575304
18105,WFDC1,4.607430268,2.998586679,1.323951607,2.264876347,0.023520269,0.265467119
18106,HSP70,0.256753412,0.697739541,3.798576491,0.183684478,0.854260986,0.982949529
18107,NOL8,70.14435961,-0.47893196,0.456208893,-1.049808469,0.29380618,0.731055635
18108,NOL8,59.80420692,0.348590632,0.469442998,0.742562214,0.457746772,0.846477763
18109,HES1,236.2882439,-0.330767854,0.170625662,-1.938558657,0.052555102,0.375329288
18110,MOT14,1768.460681,0.201471525,0.130813783,1.540139885,0.123526259,0.528576348
18111,GLGB,242.7847245,-0.099477281,0.106712747,-0.932196792,0.351234833,0.777231061
18112,SGPL,13.48193963,0.19392218,0.345656266,0.561026081,0.574779758,0.900533189
18113,SIAE,0.272526434,-0.040172133,2.73571851,-0.014684308,0.988284038,0.998211455
18114,SIAE,0.157706795,-0.601213736,3.386248222,-0.177545678,0.859079789,0.984062387
18115,SIAE,0.095670125,-0.659924178,3.801058918,-0.173615877,0.862167353,0.984408274
18116,YR831,4.104103852,-0.493991406,0.510534692,-0.967596157,0.333246097,0.763012737
18117,SGK3,119.5667509,0.165373972,0.154532882,1.070153936,0.284550025,0.723708344
18118,TAF2,163.5371583,-0.201304962,0.085736053,-2.347961626,0.018876466,0.23892559
18119,RBBP6,386.5204424,0.028436913,0.14488402,0.196273635,0.844395996,0.981619966
18120,ATS14,5.856312625,-0.657590816,0.777028054,-0.846289671,0.397391168,0.809796552
18121,MLRA,1362.777546,-0.151320147,0.131771062,-1.148356437,0.25082145,0.69113219
18122,EPS15,2553.834473,0.043055065,0.077022467,0.558993582,0.5761661,0.901203775
18123,TCAF2,9.682511522,-0.613671777,0.451525343,-1.359108159,0.174112318,0.605596641
18124,SMG5,798.9219369,0.029513324,0.068735688,0.429374093,0.667651004,0.93780831
18125,VATO,286.417202,0.00896059,0.115939249,0.077286939,0.938395281,0.995498338
18126,BIRC7,29.86249158,-0.35387185,0.903128662,-0.391828833,0.695184689,0.947957194
18127,BIRC7,2.681379541,0.248301091,1.218596164,0.203759948,0.838541093,0.980372959
18128,BIRC7,0,NA,NA,NA,NA,NA
18129,BIRC7,60.36735111,0.489854968,0.442320644,1.10746576,0.268092608,0.706549645
18130,TRPA1,451.7294704,0.315914954,0.222896563,1.417316397,0.156390443,0.581323092
18131,ERN1,16.74966651,-0.243982247,0.2593039,-0.940912373,0.346749767,0.775115321
18132,ERN1,28.89339253,-7.300889553,3.584300972,-2.036907506,0.041659312,0.336158243
18133,ERN1,215.5368402,0.328799674,0.354125577,0.928483271,0.353156942,0.77864031
18134,ACH1,0.3729962,-20.38405594,3.747037513,-5.440045869,5.33E-08,1.37E-05
18135,ACH1,1.007763608,1.18436615,1.410549746,0.839648621,0.401105429,0.81331116
18136,SYLC,246.7702743,-0.03525435,0.146522115,-0.240607703,0.809859179,0.977412294
18137,POSTN,12.98114017,0.866063978,1.124237214,0.770356974,0.441088169,0.838036599
18138,PIGB,32.59482404,0.136283531,0.185473614,0.734786625,0.462469454,0.848622243
18139,DOCK7,317.5222086,0.142373631,0.122975285,1.157741827,0.246969409,0.687251508
18140,DDX54,191.7984879,-0.065563139,0.175181328,-0.374258719,0.708211842,0.952242624
18141,GRN,2.555127284,0.452850799,0.837736732,0.540564573,0.588807742,0.908714461
18142,GRN,112.8957357,0.13176965,0.268436176,0.49087888,0.623512116,0.922671969
18143,GRN,11.27566813,0.096141071,0.618284984,0.15549637,0.876430016,0.987150263
18144,GRN,1.301226294,-2.753837552,1.093460181,-2.518461668,0.011786871,0.193858193
18145,GRN,0.145128586,0.039968431,3.801740735,0.010513192,0.991611841,0.998211455
18146,GRN,52.76749423,0.707163925,0.367137725,1.926154349,0.054085104,0.379767823
18147,HMCN2,450.209452,0.170413709,0.13074045,1.303450528,0.192420996,0.627665622
18148,SOSB2,150.8270613,-0.187127371,0.124470503,-1.503387281,0.132739204,0.543644018
18149,SOSB2,7.671843787,-0.351768341,0.499682909,-0.703983134,0.481443277,0.858928
18150,FUCO,200.6332047,0.146434595,0.157890288,0.927445228,0.353695417,0.778961809
18151,DDX21,64.10731539,0.115938555,0.178477681,0.649596938,0.515952611,0.874906802
18152,TM267,22.79546856,-0.777129576,0.251662349,-3.087985071,0.002015186,0.078726597
18153,CHAC1,20.90826389,-0.38508884,0.356912806,-1.078943744,0.280612807,0.719975996
18154,TUSC3,120.160287,-0.255631833,0.164350322,-1.555408167,0.11984889,0.521590454
18155,D19L3,1.019368608,0.134548088,0.823847198,0.1633168,0.870269007,0.986012202
18156,AT133,246.6593732,0.208122378,0.297054473,0.700620245,0.483540041,0.859421496
18157,HS12A,135.3764273,-0.099446541,0.320909349,-0.309889823,0.756644742,0.967516188
18158,SNED1,4.677329817,2.247024953,2.185401885,1.028197591,0.303856891,0.740840524
18159,SNED1,27.57363282,2.337845105,0.778889118,3.001512089,0.002686424,0.092309095
18160,HDDC2,10.01121859,0.275078056,0.422269896,0.651427106,0.514770818,0.874504876
18161,HDDC2,1.958597421,-3.070663814,1.749970306,-1.754694811,0.079311524,0.444396593
18162,HIBN,113.4225305,-1.064035355,1.267752422,-0.839308477,0.401296227,0.813396728
18163,HIBN,123.1396267,0.493750685,0.624561095,0.790556263,0.429202978,0.830375252
18164,HGV2,57.78190176,0.011827773,0.249622021,0.047382732,0.962208191,0.998024047
18165,HGV2,36.99941088,-0.520572886,0.289449467,-1.798493161,0.072098891,0.429358493
18166,DCD2C,23.83048116,-0.404173932,0.308800211,-1.308852512,0.190584315,0.625056591
18167,COX15,103.6056846,0.049047398,0.156883098,0.312636598,0.754556769,0.967516188
18168,COX15,23.40854188,0.692686702,0.629087465,1.101097607,0.270854178,0.710201995
18169,E41L5,72.31650196,-0.124866196,0.926718453,-0.134740164,0.892817316,0.988816726
18170,E41L5,74.78624484,0.67556489,0.813661154,0.83027792,0.406381669,0.816756335
18171,E41L5,51.45251131,-0.073998143,0.374961293,-0.197348752,0.843554631,0.981247335
18172,NFT1,117.618386,0.127900575,0.119642959,1.06901882,0.285061189,0.724489677
18173,GA45A,11.78206182,0.288187774,0.51996375,0.554245895,0.579410573,0.903577901
18174,GA45A,2.958863468,1.052980523,0.717895653,1.466759854,0.142441394,0.560307385
18175,GA45A,33.26472902,0.378029426,0.356916786,1.059152837,0.28953018,0.727195994
18176,CCD66,117.6839304,-0.451107836,0.305128237,-1.478420481,0.139295267,0.555373629
18177,T22D1,1.068182466,-1.015467639,3.782911726,-0.268435457,NA,NA
18178,CCD66,163.6096712,0.264999798,0.262948374,1.007801624,0.313549706,0.749298438
18179,T22D1,2.484470593,4.561627025,3.769897684,1.210013482,NA,NA
18180,T22D1,392.5392492,0.652872516,0.672535413,0.970763032,0.331666296,0.761937065
18181,T22D1,203.7260758,-0.823050101,1.68286517,-0.489076675,0.624787414,0.923389073
18182,CCD66,74.6805639,0.678527153,0.385331839,1.760890446,0.078256947,0.442442538
18183,PSME3,73.21894386,-0.25933996,0.173530968,-1.494488056,0.135048101,0.548335756
18184,ZMYM2,4.595833809,-0.057088803,1.123524,-0.050812268,0.959475115,0.99728377
18185,S23A1,68.39570169,-0.882254872,0.69811395,-1.263769149,0.206312897,0.643451703
18186,M21D2,311.7252964,0.192446462,0.099890336,1.926577378,0.05403232,0.379626949
18187,DICER,44.37677391,0.013936337,0.252590939,0.055173544,0.956000206,0.997132192
18188,SNPC4,343.3557947,0.21497508,0.192401855,1.117323324,0.263856106,0.702552499
18189,SNPC4,27.48430252,-13.01345696,2.95036588,-4.410794285,1.03E-05,0.001618171
18190,POL5,0.935299873,-1.625880617,2.366761727,-0.686964217,0.492105278,0.864106632
18191,PIGQ,41.83808641,-0.607770223,0.231732228,-2.622726364,0.00872293,0.164668148
18192,PIGQ,50.03660017,0.156559788,0.175940968,0.889842712,0.373550349,0.791568711
18193,NEO1,75.81993487,0.422589432,0.292841988,1.443062982,0.14900273,0.571295702
18194,NEO1,144.7411489,-0.080884723,0.327412656,-0.247042139,0.804875612,0.977412294
18195,NEO1,15.25520859,0.618984985,0.515905691,1.199802592,0.230216017,0.669197438
18196,SIK2,660.615211,0.627787524,0.273614764,2.294421232,0.021766315,0.256070123
18197,SIK2,174.9628634,0.076823357,0.244885965,0.313710737,0.753740745,0.967311843
18198,SIK2,144.6632741,-0.709516442,1.578639994,-0.449447908,0.653108578,0.932688828
18199,DCTN4,73.91878685,-0.11087781,0.249729526,-0.44399159,0.657048664,0.934243036
18200,GMDH,86.79818357,0.355620696,0.235730912,1.50858745,0.131404243,0.541140893
18201,FP1V1,10.97819147,25.24307457,2.307937758,10.93750232,NA,NA
18202,FP1V1,5.126880948,-5.504950127,3.801740735,-1.448007771,0.147614877,0.569179038
18203,GSTT1,121.819675,-0.282968964,0.160238323,-1.765925649,0.077408323,0.439864082
18204,S2545,8.182963993,0.554650609,0.458567443,1.209528975,0.226459686,0.665493674
18205,S2545,0.101309837,-0.52106701,3.801740735,-0.137060112,0.890983281,0.988562255
18206,S2545,5.536856424,0.241589408,0.381866275,0.632654476,0.526959304,0.880364499
18207,S2548,2.162293166,-1.057872868,0.738474659,-1.432510724,0.151997711,0.573641905
18208,PPOX,117.2144484,0.111351328,0.155576571,0.71573327,0.474156063,0.854894582
18209,PPOX,4.283189579,-1.450873235,0.74236107,-1.954403718,0.050653491,0.369290181
18210,EHBP1,272.3205315,0.272474862,0.164603192,1.655343724,0.097854794,0.483436253
18211,EHBP1,23.21349345,-0.338189287,0.380469547,-0.888873469,0.374071085,0.791587402
18212,EHBP1,59.68217559,0.206802185,0.329693868,0.627255175,0.530491981,0.882032512
18213,PACRL,32.95344722,0.219522403,0.251377428,0.8732781,0.382511514,0.798153793
18214,PACRL,1.419275415,0.068906011,1.604532246,0.04294461,0.965745688,0.998211455
18215,TLR4,29.48184763,-0.53460355,0.316145829,-1.691003012,0.090836227,0.46949897
18216,DYRK2,10.55395637,-1.208553567,0.925182461,-1.306286724,0.19145507,0.626018524
18217,DYRK2,8.673679198,1.347032366,1.396342336,0.964686332,0.334701943,0.764366622
18218,HPBP1,42.51387705,-0.270179627,0.224508812,-1.203425491,0.228811709,0.667657111
18219,YG31B,2.211546715,0.31288642,1.345236573,0.232588399,0.816081037,0.979098552
18220,POL4,0.994956325,-0.118489709,2.002059127,-0.059183921,0.952805617,0.996479852
18221,PTPRR,161.0977636,0.012992302,0.197406281,0.06581504,0.947525082,0.995507377
18222,HYAL1,48.7651013,0.017885369,0.37147328,0.048147122,0.961598992,0.998024047
18223,HYAL1,174.5366918,0.692178381,0.292194107,2.368899185,0.017841116,0.234233548
18224,RAPH1,314.8103013,0.145234851,0.102887392,1.411590364,0.158070611,0.583770788
18225,RAPH1,98.60392672,0.41014523,0.314041151,1.30602384,0.19154445,0.626121932
18226,ADCY2,26.98217314,-0.221721461,0.308044656,-0.719770515,0.471666302,0.853895732
18227,ADCY2,91.07191918,-0.040205269,0.182610228,-0.220169862,0.825738868,0.980372959
18228,ADCY2,7.086572557,0.262516437,1.18446941,0.221632095,0.824600295,0.980372959
18229,MYOI,179.1187387,-0.131172438,0.306438534,-0.428054647,0.668611335,0.93797198
18230,ROCO5,18.94811846,-0.165489867,0.585647385,-0.282575951,0.777501917,0.972100146
18231,ROCO5,40.43036377,0.039902461,1.406466031,0.028370725,NA,NA
18232,ROCO5,66.77100016,0.375674966,1.032885304,0.363714116,0.716071501,0.954534797
18233,POL4,2.970777876,0.22965542,0.905224574,0.25369994,0.799727381,0.977412294
18234,AADAT,137.725297,-1.100400125,0.615758463,-1.787064557,0.073927055,0.432783473
18235,RAB7L,13.11144381,0.330103665,1.290986584,0.255698757,0.798183455,0.976891669
18236,RAB7L,113.021081,0.543899631,0.231237475,2.352125795,0.018666461,0.238074239
18237,BTBD2,12.62781516,0.269797329,2.333917489,0.115598486,0.907970763,0.990571706
18238,BTBD2,60.13620722,-0.18106973,0.279548103,-0.647722979,0.517164139,0.875479255
18239,NINJ1,3.144955615,-0.734030384,0.579432517,-1.266809098,0.205223558,0.642230511
18240,ABCD1,58.44565314,0.333334761,0.214808549,1.551776051,0.120715818,0.523204159
18241,TBL1R,9.497704372,0.145639351,0.615551783,0.236599674,0.812967373,0.978611957
18242,TBL1R,167.4678475,0.328954825,0.232853153,1.412713637,0.15773994,0.583770788
18243,HAP28,281.0957421,-0.273987675,0.128542201,-2.131499796,0.033047989,0.305204714
18244,HMCN2,10.00263423,-0.536676291,1.428453068,-0.375704532,0.707136568,0.952242624
18245,LRIG3,578.7876451,0.135709023,0.189552015,0.715946084,0.474024641,0.854894582
18246,YMD2,5.518765754,4.334077595,1.605438187,2.699622838,NA,NA
18247,RS8,4803.748213,-0.32084181,0.153570738,-2.089211871,0.036688655,0.319086813
18248,CH1B2,576.2679934,0.226596876,0.14173124,1.598778616,0.109869802,0.502679268
18249,YTX2,25.0591447,0.556913275,0.473039128,1.177309111,0.239072152,0.679098964
18250,VCP,0.032462774,-0.521066489,3.801740735,-0.137059975,0.890983389,0.988562255
18251,YTX2,9.385341645,-1.302270058,0.632808098,-2.057922556,0.039597568,0.328570406
18252,MEC2,113.0049807,0.040391032,0.149907445,0.269439798,0.787591264,0.974424099
18253,MEC2,51.80603199,-0.22993922,0.236532905,-0.972123604,0.330989061,0.761513669
18254,MEC2,22.80579718,0.366477192,0.415205606,0.88264028,0.377430658,0.79412436
18255,MEC2,17.63797731,-0.462542596,0.29037977,-1.592888499,0.111185207,0.505312742
18256,MEC2,19.08746478,0.265576286,0.571839578,0.464424457,0.642343671,0.928176972
18257,RPE65,23.80994052,-0.007213786,0.464861454,-0.015518143,0.98761881,0.998211455
18258,RPE65,13.57955647,2.079181489,1.544603884,1.346093656,0.178272314,0.609725313
18259,ARF,21.71824852,0.691509118,0.37981865,1.820629708,0.068663164,0.420550394
18260,3BHS2,10.18244426,-0.363345398,0.379150422,-0.958314634,0.337904127,0.765714153
18261,3BHS7,1.640246754,1.226289267,1.405210924,0.87267274,0.38284148,0.798210992
18262,3BHS,72.01164693,0.067660643,0.189011708,0.357970645,0.720365282,0.95622383
18263,SPF27,154.2057994,0.199421752,0.171992799,1.159477335,0.24626167,0.686798799
18264,S29A1,26.50858656,-0.251490949,0.32514793,-0.773466246,0.439246498,0.836957779
18265,LHPL3,147.7032439,0.352351677,0.177085576,1.989725455,0.046621187,0.352666137
18266,EGT2,36.11013682,0.153424977,0.247935965,0.618808881,0.536042271,0.883846089
18267,EGT2,14.04459061,-1.022479294,0.633001473,-1.615287384,0.106248474,0.497916809
18268,SAM15,113.8421346,-0.227306846,0.17145234,-1.325772789,0.184914969,0.618609533
18269,PAN2,698.8941674,-0.048468124,0.086741386,-0.558765843,0.576321536,0.901378024
18270,PK1R,12.1819715,-0.27863783,1.269511703,-0.219484255,0.826272844,0.980372959
18271,PK1R,94.441488,0.327604861,0.171223505,1.913317109,0.055707469,0.385771107
18272,PK1R,4.067645824,-0.982437057,1.244408607,-0.789481085,0.429830881,0.830448778
18273,TTLL4,424.2191803,0.242383906,0.178780499,1.355762554,0.175174729,0.606828324
18274,S39AA,382.8362585,-0.253701085,0.244853072,-1.03613601,0.300138695,0.737071829
18275,RACB,34.90245824,-0.3736372,0.177307822,-2.107279841,0.03509333,0.312640006
18276,PGBD4,17.72476368,-2.557098774,0.75808337,-3.373110235,0.000743242,0.044093172
18277,RIMB2,80.5728663,-0.057035074,0.271406603,-0.21014623,0.833553544,0.980372959
18278,RIMB2,445.1902007,0.214912799,0.147257991,1.459430472,0.144446664,0.564304967
18279,RIMB2,600.983822,0.115576708,0.113364684,1.019512459,0.307959741,0.744644393
18280,PSF2,59.34745304,0.224957536,0.193862535,1.160397163,0.245887141,0.68657848
18281,GPAT1,12.80310066,-0.892573425,0.98931369,-0.902214771,0.36694279,0.78760774
18282,GPAT1,67.62373082,-0.135321274,0.211973958,-0.638386315,0.523222237,0.878617606
18283,POLI,74.22426587,-0.634733523,0.184510416,-3.440095893,0.000581508,0.037636594
18284,COFI,15.23490539,0.230565294,0.349679943,0.659360933,0.509664023,0.872047787
18285,PYRG2,73.95469208,0.343929114,0.182880181,1.880625396,0.060022895,0.397241716
18286,CRFR2,146.2623658,0.818629977,0.498562753,1.641979815,0.100594187,0.488375094
18287,CRFR2,226.9778941,-0.359674438,0.370871548,-0.969808659,0.332141876,0.762224826
18288,SPB6,142.4291236,0.149638338,0.092704556,1.614142218,0.106496582,0.497916809
18289,FLTOP,850.8050199,0.132710822,0.132107884,1.004563979,0.31510685,0.751115514
18290,TEX14,25.71259094,0.015444418,0.440640115,0.03504996,0.972039903,0.998211455
18291,PDE9A,0.17795116,0.200268314,3.801740735,0.052678057,0.957988423,0.997132192
18292,DGAT1,57.10450895,-0.164007456,0.268947583,-0.609811972,0.54198637,0.885673069
18293,DGAT1,40.3854245,0.374476835,0.802473911,0.466652972,0.640748182,0.928082065
18294,MSOX,73.30760948,-0.32962845,0.214560856,-1.536293507,0.124466411,0.53060966
18295,MSOX,20.59269873,-0.042673602,0.382799414,-0.111477709,0.911237541,0.99215154
18296,SPC3,808.6668251,-0.501692794,0.155567105,-3.224928519,0.001260041,0.05976447
18297,HMG2,2375.846823,-0.348975481,0.149767557,-2.330114004,0.019800126,0.242936069
18298,CC28A,43.71946329,0.220592813,0.248338906,0.888273273,0.374393773,0.791961539
18299,EP300,205.9327118,-0.311099084,0.199721853,-1.557661716,0.11931346,0.520270954
18300,LRRK1,1099.390989,0.250865612,0.187204765,1.340059971,0.180225849,0.61198136
18301,RPC2,161.2034114,-0.122998597,0.152948967,-0.804180634,0.421292662,0.825183371
18302,NUCL,945.8408374,-0.034624979,0.175199286,-0.197631961,0.843333027,0.981120711
18303,NUCL,624.5067431,0.318974915,0.297078328,1.073706441,0.282954274,0.722106233
18304,PK1L2,5.299993336,2.531704194,0.965565375,2.621991487,0.008741761,0.16481641
