,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
10123,PMM,61.21840544,-0.114304427,0.187305142,-0.61025782,0.541691034,0.885673069
10124,LYAM2,0.164092736,-0.280626907,3.801740735,-0.073815372,0.941157295,0.995498338
10125,RB11A,11.17636479,-0.069526905,1.038787651,-0.066930816,0.946636781,0.995507377
10126,RB11A,809.3895597,-0.218551418,0.180062048,-1.213756145,0.224840858,0.663918537
10127,FCN2,658.1991116,-0.286141319,0.388291568,-0.736923853,0.461168657,0.847801102
10128,FCER2,13.30307335,0.230423058,0.496579797,0.464020204,0.642633271,0.928286114
10129,PDX1,0.416964917,-0.959608136,2.651789042,-0.361871974,0.717447704,0.95523348
10130,URM1,69.48846235,-0.056677486,0.221512557,-0.255865794,0.798054468,0.976891669
10131,EXOS6,41.22600755,-0.178462338,0.164926297,-1.082073272,0.279219971,0.719576679
10132,TRIM3,38.66491205,-0.334521993,0.331351866,-1.009567252,0.312702666,0.748366036
10133,RADI,191.3084484,0.106632269,0.824887416,0.129268876,0.897144898,0.989867981
10134,RADI,107.5396869,0.249052092,0.389783394,0.638949981,0.522855472,0.878530094
10135,RADI,3351.150803,-0.009796695,0.08238992,-0.118906474,0.905349453,0.990571706
10136,RADI,271.238937,0.695845875,0.206917099,3.362921082,0.000771224,0.045071915
10137,POMP,193.1073116,-0.520124043,0.184048822,-2.826011251,0.004713161,0.125080482
10138,PTPRK,8.410463414,0.602594432,1.753949595,0.343564281,NA,NA
10139,PTPRU,1.556945057,1.705242896,2.173259481,0.784647628,0.432660197,0.832159886
10140,PTPRK,4.16475756,-1.179678375,1.390205575,-0.848563979,0.396123958,0.809023613
10141,STK33,429.374079,0.017400532,0.294502176,0.059084562,0.952884755,0.996479852
10142,STK33,165.0744089,0.00880923,1.40630412,0.0062641,0.995002004,0.998713373
10143,R213A,10.57844773,-0.839702489,0.393425904,-2.13433452,0.032815407,0.304061395
10144,EPDR1,41.02561972,0.788472109,0.78143347,1.009007343,NA,NA
10145,OPN4,38.03597901,0.711518918,0.403359917,1.763980228,0.077735308,0.441104823
10146,OPN4,44.99376273,-0.173125213,0.343575682,-0.503892509,0.614336915,0.919448677
10147,OPN4,157.4213383,-0.094956675,0.127043208,-0.747436063,0.454800384,0.844777513
10148,OPN4,4.262913913,1.072254613,0.812153029,1.320261791,0.186747628,0.619880905
10149,RIR2,4.819697485,1.433087857,2.098785226,0.682817774,NA,NA
10150,RIR2,87.72235173,-0.379925443,0.22703917,-1.673391609,0.094250229,0.477461088
10151,MOT10,26.89606855,-0.047676122,0.225363411,-0.211552183,0.832456417,0.980372959
10152,HIPK2,1472.798525,0.017493377,0.207983997,0.084109244,0.932969575,0.995498338
10153,IRF2,408.3038573,-0.160185243,0.215672132,-0.742725739,0.457647743,0.846477763
10154,IRF2,52.61934152,-0.06376792,0.348553834,-0.182949989,0.854837259,0.983034868
10155,USF,90.93234063,-0.575059993,0.240417325,-2.391924093,0.016760308,0.226839578
10156,USF,17.36439138,-0.99821688,0.512544117,-1.947572604,0.051466125,0.371591246
10157,YG31B,52.33611355,-1.367476935,0.60995016,-2.241948645,NA,NA
10158,ITR,0.628233501,0.313027956,1.630637115,0.191966657,0.847768323,0.981761243
10159,CSGA,12.30482539,-0.512198675,0.526161554,-0.973462752,0.330323364,0.760922955
10160,CSGA,63.23136376,-0.397101607,0.283681392,-1.399815492,0.161568577,0.587634164
10161,RM54,64.51794706,-0.497683112,0.198107703,-2.512184553,0.011998632,0.195311068
10162,H1L,0.062623723,-0.040183955,3.801740735,-0.010569883,0.991566611,0.998211455
10163,SAMD9,163.3828989,-0.237767888,0.328940945,-0.722828492,0.46978526,0.852303909
10164,DOHH,25.69603038,-0.413598523,0.259559983,-1.593460279,0.111056972,0.505312742
10165,DOHH,5.184858283,-1.099774586,0.617205505,-1.781861271,0.074771858,0.434357363
10166,DOHH,1.436400518,-2.137226984,1.696868392,-1.259512519,0.207845271,0.644799137
10167,HMCN1,212.88119,3.975162657,1.695577187,2.344430373,0.019056168,0.239939511
10168,HMCN1,102.8769573,5.079620762,1.758405138,2.888765878,0.003867569,0.114558243
10169,KSR2,20.18397009,0.388246183,0.194342511,1.997741931,0.045744646,0.349333828
10170,RF1ML,25.97178761,-0.599004593,0.242039444,-2.474822218,0.013330251,0.20526578
10171,PAX6,75.51521958,-0.946439255,0.241444667,-3.91990127,8.86E-05,0.009415223
10172,PAX6,1.588624168,0.628032004,0.963217489,0.652014744,0.514391661,0.874504876
10173,VAB3,5.748599869,-0.104463895,0.574601502,-0.181802336,0.855737851,0.983363796
10174,PTGR1,12.42065724,-1.087235194,0.710738704,-1.529725606,0.126084663,0.533992234
10175,NEO1,75.77960466,-0.933955863,0.258943071,-3.606799984,0.000309996,0.024620302
10176,MIC60,215.8641174,-0.32256231,0.147734702,-2.183388909,0.029007182,0.29051936
10177,EIF3G,374.6421704,-0.3468329,0.159605167,-2.173068113,0.029775191,0.292913582
10178,SCYL2,11.76696924,-0.616824693,0.518572001,-1.189467794,0.234255637,0.674250727
10179,ELOC,968.1934846,0.10958796,0.147880674,0.741056673,0.458659079,0.846714143
10180,AGRB1,21.25438752,0.891275928,0.517677957,1.721680276,0.085127452,0.45566187
10181,AGRB1,32.84556943,0.197789372,0.587523459,0.336649318,0.736381274,0.962094393
10182,ANKR6,0.680892584,-1.066836362,1.623822987,-0.656990553,0.511186991,0.872691512
10183,ANKR6,5.216957812,-0.872278569,0.827226354,-1.054461774,0.291671553,0.728993961
10184,RTJK,8.125637666,0.226678771,0.688883899,0.329052212,0.742116224,0.96377903
10185,ALDH2,211.8725302,-0.097445569,0.258874867,-0.376419582,0.70660499,0.952242624
10186,SPAT6,2.193188949,-5.482804679,2.385521703,-2.298367134,0.021540902,0.255270898
10187,SPAT6,80.92939432,-0.001604873,0.207552807,-0.007732362,0.993830529,0.998713373
10188,TRISR,0.10523295,-1.180466434,3.800625232,-0.310597957,0.75610628,0.967516188
10189,WDR53,23.69984623,0.294683087,0.689478102,0.427400212,0.669087853,0.93797198
10190,WDR53,30.72849461,0.424107531,0.391718918,1.082683301,0.278949019,0.719335469
10191,NOSL,0.065580411,-0.040180827,3.801740735,-0.01056906,0.991567267,0.998211455
10192,DHX15,22.57429583,0.447607995,0.841927782,0.531646543,0.594970823,0.912239547
10193,DHX15,97.90588014,0.550166496,0.308099898,1.785675683,0.074151785,0.433008079
10194,DHX15,107.9028408,0.114067998,0.184947264,0.616759585,0.537393313,0.884316188
10195,DHX15,10.11814894,0.223234987,0.817668738,0.273013968,0.784842478,0.973526337
10196,POL,73.38282192,0.057007559,0.417128703,0.136666593,0.891294337,0.988585849
10197,DPH7,12.63568805,0.568134167,0.412357799,1.377769909,0.168274339,0.597670498
10198,DPH7,4.75970948,-0.299226221,0.783578316,-0.381871492,0.702556687,0.951302206
10199,COQ8B,45.09107952,-0.283180648,0.28791128,-0.983569134,0.325327408,0.757916238
10200,ANO7,13.59394255,0.127289453,0.29499258,0.431500525,0.666104471,0.937729972
10201,RL31,1048.531472,0.473228461,0.385120388,1.228780597,0.219154078,0.656678628
10202,RL31,2749.160851,-0.489022265,0.247321551,-1.977273165,0.048010761,0.357844388
10203,ZDH23,12.69678186,-0.725725514,0.249658456,-2.906873358,0.00365061,0.110394027
10204,GRAP1,57.47609578,0.105199809,0.1767557,0.595170673,0.551729391,0.889610656
10205,CRLS1,18.3191709,-0.649361051,0.268986649,-2.414101423,0.015774071,0.220934952
10206,CRLS1,2.581002201,-0.027368864,0.635782941,-0.043047497,0.965663672,0.998211455
10207,CRLS1,4.487491409,0.602845369,0.761419363,0.791738953,0.428512905,0.830375252
10208,CHPT1,48.71177346,-0.112849572,0.236618127,-0.476926993,0.63341411,0.925785751
10209,SVEP1,18.54144192,0.073124246,0.293515054,0.249132865,0.803258008,0.977412294
10210,SAHHB,9991.857569,-0.349084236,0.130399604,-2.677034483,0.007427699,0.152082852
10211,NPY6R,14.17572978,-0.139352762,0.332525253,-0.419074225,0.675161888,0.939955056
10212,PLCL,187.9131766,-2.060472375,0.751381641,-2.74224477,0.006102085,0.140451603
10213,S6A19,7.051813829,-0.973679233,0.485594557,-2.005127978,0.044949367,0.346583278
10214,NOS1,0.624237385,-0.813874436,1.773175348,-0.458992641,0.646239451,0.929470569
10215,RNF14,5.48021562,0.60681678,1.017615138,0.596312651,0.550966381,0.88908184
10216,RNF14,8.802677065,0.50048453,0.847776672,0.590349494,0.554956364,0.891697338
10217,FBCD1,259.146998,-1.311238523,0.399405374,-3.282976664,0.001027172,0.053207047
10218,MTF1,43.58756475,0.296262147,0.187858216,1.577051848,0.114783595,0.511875343
10219,FRRS1,86.28727462,0.273253329,0.234178465,1.16685934,0.243267178,0.68429151
10220,AN13B,185.3298473,0.071935231,0.123768349,0.581208613,0.561099863,0.895244742
10221,IVD,22.09411473,-0.499816857,0.343882631,-1.453451881,0.146098331,0.566546028
10222,IVD,27.94501721,0.053061466,0.227654219,0.233079211,0.815699898,0.979098552
10223,EEPD1,0.107439601,-1.16886132,3.800691433,-0.307539126,0.758433047,0.967552466
10224,EEPD1,69.99259968,0.226096906,0.238068607,0.949713229,0.342257986,0.770712037
10225,ALKB5,3.190872074,-0.684464156,1.809968527,-0.378163568,0.705309088,0.952242624
10226,ALKB5,10.18946413,-0.738787835,0.439021852,-1.682804242,0.092412994,0.473463735
10227,DMSR1,24.48590922,-0.423400689,0.272049019,-1.556339701,0.119627336,0.521336891
10228,SP30L,501.3282234,0.094341943,0.096116275,0.981539742,0.326326646,0.75855263
10229,RBM7,1.598318812,3.24748822,3.778932931,0.859366461,NA,NA
10230,RBM7,33.02510695,-0.275130932,0.262569834,-1.047839075,0.294712756,0.731870573
10231,LITAF,481.9679109,-0.026825892,0.12847091,-0.208809074,0.834597288,0.980372959
10232,DPOE1,50.95915312,0.044211044,0.195687919,0.225926283,0.821258756,0.980372959
10233,NPFF2,0.647059721,0.940570908,1.399917299,0.671876052,0.501662607,0.868054046
10234,TNR16,0.650221653,-2.644619295,1.586710983,-1.666730314,0.095568042,0.48009877
10235,CDA1,0.467997764,2.020345603,3.788682825,0.533258047,0.593854965,0.911223945
10236,YG31B,0.819373421,0.370641442,1.128550214,0.328422642,0.742592126,0.963874164
10237,DOPO,0.617828436,1.657323558,1.798730125,0.921385335,0.356849283,0.781208913
10238,HBB,0.370265621,-1.357139977,1.523052068,-0.891066041,0.372893742,0.791258769
10239,NRF6,1.899311525,-0.328044001,1.350994673,-0.242816651,0.808147436,0.977412294
10240,GALT1,14.04383975,-0.79735489,1.248055813,-0.63887759,0.522902567,0.878541144
10241,GALT1,53.62111741,-0.250470564,0.320052619,-0.782591826,0.433866843,0.833292156
10242,GALT1,25.281282,-0.140482573,0.58932117,-0.238380327,0.811586125,0.977643491
10243,C163A,1.104028711,0.746951006,1.113464979,0.670834754,0.502325805,0.868054046
10244,PPBT,0.36117045,-0.55056088,2.347927004,-0.234488074,0.814606091,0.978944733
10245,POL3,0.094295021,-0.754766267,3.801666521,-0.198535632,0.842626009,0.980986578
10246,MLRP1,14.84834311,-0.546842713,1.05126957,-0.520173635,0.60294256,0.915774161
10247,RS24,5189.228113,-0.436138648,0.176070886,-2.477062836,0.013246858,0.20526578
10248,PGSC2,0.071894634,-0.862064942,3.801074116,-0.226795089,0.820583083,0.980372959
10249,HUTH,0.621096099,0.934244018,1.380203184,0.676888757,0.498476538,0.866509123
10250,KYNB,2.87402347,-2.539960364,0.801768624,-3.167946821,0.001535196,0.06643936
10251,KLH26,44.18686138,-0.002092483,0.212820275,-0.009832158,0.992155199,0.998386876
10252,KLH26,44.95180738,0.073206949,0.172493502,0.424404099,0.671271132,0.938388372
10253,NETO2,27.24073594,0.009931949,0.234903294,0.042281012,0.966274682,0.998211455
10254,SVEP1,1.47191643,-0.737996727,0.988683045,-0.746444203,0.455399126,0.844930447
10255,YRD6,1.11130345,-0.330555573,2.142328735,-0.154297316,0.877375314,0.987465258
10256,GLRK,1.438743504,0.27196699,0.954939525,0.284800223,0.775797201,0.97174652
10257,AK17A,89.35891272,-0.388729155,0.184094262,-2.111576699,0.034722773,0.312260125
10258,FMO2,0.298633916,0.462997868,3.196283131,0.144855086,0.884825289,0.988562255
10259,EF1A1,0.797599293,1.418834484,1.758178323,0.806991228,0.419671537,0.824443668
10260,CLC4M,0.196296825,0.349804483,3.799860296,0.092057196,0.926652597,0.995498338
10261,AGRG7,2.484684337,1.092864267,0.824530951,1.32543753,0.185026076,0.618617638
10262,S35F1,27.66721323,0.186953704,0.250153376,0.747356311,0.45484851,0.844777513
10263,S35F1,5.54863335,1.103631022,1.054905628,1.046189339,0.295473624,0.732610911
10264,S35F2,0.847729384,-1.277883249,2.248779902,-0.568256257,0.569860977,0.898386383
10265,S35F2,1.755105569,-1.740052545,1.63336311,-1.065318871,0.286731656,0.72520979
10266,S35F1,7.067376788,-0.92939446,0.467102659,-1.989700641,0.046623922,0.352666137
10267,POL3,0.772453564,-0.160609361,1.535417165,-0.104603078,0.916690772,0.994430846
10268,CADN,1.334441501,0.572598515,1.893956027,0.302329361,0.762400998,0.968208508
10269,S22AB,0.03916761,-0.040182565,3.801740735,-0.010569517,0.991566902,0.998211455
10270,POLY,3.470441017,3.797027088,1.445407177,2.626960174,0.008615142,0.164058304
10271,CK068,0.358476967,1.029379297,3.200978115,0.321582735,0.747768825,0.965354193
10272,PKD2,5.468633461,-0.641471805,0.81458143,-0.787486409,0.430997181,0.830724954
10273,NRF6,0.267874843,0.914219119,3.801154273,0.240510922,0.809934197,0.977412294
10274,POL3,0.048694161,-0.729519366,3.801528883,-0.191901571,0.847819307,0.981761243
10275,POL3,0.735292125,0.696794596,2.627475846,0.265195433,0.790858913,0.975354161
10276,RPB1,695.4085669,0.180981982,0.160339604,1.128741606,0.259006852,0.698637352
10277,SC5A8,0.517120029,-1.882750895,1.359409242,-1.384977266,0.166059419,0.594606566
10278,Y1483,0.197333707,0.660295158,3.313321936,0.199284938,0.84203986,0.980721328
10279,DJA6,0.021152073,-0.040183781,3.801740735,-0.010569837,0.991566647,0.998211455
10280,LAC3,0.020388406,-0.040182738,3.801740735,-0.010569563,0.991566866,0.998211455
10281,RWDD1,96.75885789,-0.552471262,0.158222637,-3.49173338,0.000479897,0.03303215
10282,MIB2,1081.85465,0.139250901,0.077147728,1.804990302,0.0710762,0.427010704
10283,AMPN,0.049062857,0.440709006,3.801740735,0.115922951,0.907713606,0.990571706
10284,S46A3,0.070033349,-0.360767619,3.801740735,-0.094895377,0.924397929,0.995498338
10285,GIMA4,16.16274177,-3.520888444,1.606356511,-2.191847463,0.028390523,0.289404472
10286,TCB2,5.227643576,1.503295601,0.854783273,1.758686265,0.078630812,0.443481307
10287,COEA1,27.82078491,-0.591433502,0.487884475,-1.212240871,0.225420191,0.664231899
10288,NOS2,1.860143447,-0.838591402,1.65744474,-0.505954366,NA,NA
10289,CENPE,0.702033193,-0.393322811,1.22050825,-0.322261493,0.747254602,0.964920153
10290,SC5AC,0.794852066,0.589684469,1.122315571,0.525417703,0.59929285,0.914187963
10291,POL4,0.017973659,-0.280622355,3.801740735,-0.073814175,0.941158248,0.995498338
10292,FA32A,113.5090838,-0.309689524,0.140573954,-2.203036305,0.02759219,0.285699074
10293,FA32A,2.876645388,-0.503764041,1.329918279,-0.37879323,0.704841415,0.952202753
10294,PCSK5,0.660649742,-1.44570281,1.752461538,-0.824955515,0.409396847,0.817737672
10295,RAB43,31.73004217,0.559398961,0.934438775,0.598646991,0.549408313,0.888776472
10296,RAB43,14.32985793,0.217595584,1.38500121,0.157108588,0.87515927,0.986760235
10297,ASPM,78.91462908,0.200801988,0.250498363,0.801609981,0.422778602,0.82598454
10298,CL2D3,6.263810987,2.992645034,1.398308674,2.140189137,0.032339485,0.30227876
10299,LRIG1,0.241804788,-0.040197065,3.801740735,-0.010573332,0.991563859,0.998211455
10300,GDN,1.06906823,-0.078583578,1.434741965,-0.054771924,0.956320168,0.997132192
10301,GUC2F,0.367968968,-0.108291963,1.388453457,-0.077994666,0.937832296,0.995498338
10302,FOXG1,2.224096395,-0.219535971,0.638184505,-0.344000786,0.730845695,0.959858878
10303,ST1B1,0.115460006,-0.040188604,3.801740735,-0.010571106,0.991565635,0.998211455
10304,A2ML1,1.276528043,-3.147826012,1.475842005,-2.132901761,0.032932786,0.304498364
10305,WDR47,4.635755001,0.082450546,2.316363413,0.035594823,0.971605436,0.998211455
10306,WDR47,8.317635188,-0.528433561,1.220769533,-0.432869224,0.665109779,0.937355134
10307,WDR47,17.21620996,-0.098836602,0.632682874,-0.156218235,0.875861004,0.986822816
10308,WDR47,5.125848421,-4.669384602,1.742486353,-2.679725207,0.007368262,0.152006334
10309,LPH,0.059440656,0.12011144,3.801740735,0.031593801,0.974795987,0.998211455
10310,PD2R,0.922655441,-0.888291758,1.080925727,-0.821787969,0.411197582,0.818769949
10311,OACYL,1.404639634,-0.006919457,1.625882231,-0.004255817,0.99660436,0.999015911
10312,ACT,5.269782733,0.345161409,0.617124352,0.559306091,0.575952839,0.901128321
10313,NCAM1,0.184345735,0.242666405,3.800727946,0.063847349,0.949091776,0.995896428
10314,SNRPA,59.85041987,-0.241485696,0.322350324,-0.749140541,0.453772502,0.844595707
10315,SNRPA,91.44791624,-0.095643483,0.166883193,-0.573116329,0.566565932,0.896789539
10316,TITIN,0.182874876,-0.040192109,3.801740735,-0.010572028,0.991564899,0.998211455
10317,CLPS,0.671383929,-1.335811825,1.357682618,-0.983891085,0.325169067,0.757772541
10318,RTBS,1.876794903,1.693188635,0.965800506,1.753145318,0.079577066,0.444688132
10319,RTBS,10.89370178,0.587867814,0.659557428,0.891306488,0.372764769,0.7911241
10320,PHF8,1.10252058,0.851787178,1.439016894,0.591922987,0.55390216,0.891113488
10321,VWDE,0.080976792,-0.521067184,3.801740735,-0.137060158,0.890983245,0.988562255
10322,GBPC,314.7138036,-0.462065262,0.324432561,-1.424225918,0.154381084,0.578016003
10323,ODH,29.16211772,-0.713350959,0.346512557,-2.058658324,0.039526981,0.328235928
10324,ABCB6,8.340064107,0.690339851,0.438356856,1.574835302,0.115294466,0.513098235
10325,POL,0.613517338,-0.990996835,1.522031249,-0.651101504,0.514980966,0.874504876
10326,FMO2,0.216266801,0.609990155,2.766022729,0.220529697,0.825458647,0.980372959
10327,S28A3,0.203940981,0.921614228,2.789696172,0.330363657,0.741125199,0.963496614
10328,CHIA,0.426896087,1.050306829,1.104825365,0.95065416,0.341779965,0.770712037
10329,CO6A4,1.555726241,0.538941967,0.847129326,0.636197981,0.524647389,0.878878244
10330,CASP8,20.5779102,2.545361719,2.98844053,0.851735778,NA,NA
10331,5HT2A,42.3181063,0.122808574,0.192516341,0.637912469,0.52353066,0.878717241
10332,KCD15,0.200400452,-0.040173445,3.307997456,-0.01214434,0.990310457,0.998211455
10333,PCFT,12.14402064,-0.604857403,0.784481331,-0.771028423,0.440690085,0.837751252
10334,UBC12,2.118533137,-0.535928933,0.589130559,-0.909694677,0.362983552,0.784745177
10335,SACS,0.241120911,-1.731330275,3.229699251,-0.536065479,0.591913297,0.909944988
10336,ASPH2,138.3766548,-0.379327153,0.203465108,-1.864335156,0.062274653,0.4036589
10337,ASPH2,1.62034215,1.811927917,1.274941758,1.421184855,0.155263026,0.579175694
10338,YR826,54.25400036,0.154395817,0.256106785,0.602857191,0.546603697,0.887019037
10339,REXO4,100.7348954,-0.324616996,0.15026038,-2.160363203,0.030744564,0.296663832
10340,TBC9B,42.09484428,-0.192634789,0.870482231,-0.221296635,0.82486147,0.980372959
10341,TBC9B,64.4133662,0.106411924,0.630747603,0.168707615,0.866026629,0.984931346
10342,TBCD9,131.9897781,0.144507399,0.162999347,0.886552013,0.375320139,0.792683738
10343,GP161,0.220341014,-0.28062943,3.269527317,-0.085831805,0.931600123,0.995498338
10344,CO6A3,1.321004069,2.933310917,3.779664993,0.77607696,NA,NA
10345,CHS2,60.49571195,0.453512006,0.321416852,1.410977686,0.158251194,0.58402378
10346,DYH8,1.244754411,1.184601926,1.500301193,0.789576075,0.429775385,0.830448778
10347,DYH8,28.33890564,-0.547368722,0.752010009,-0.727874251,0.466690567,0.850103744
10348,DYH8,1.666468074,-0.817786232,1.598407006,-0.511625781,0.608912939,0.917537726
10349,DYH8,21.69483503,-0.743799806,0.699856585,-1.062788894,0.287877697,0.725892209
10350,DYH8,1.460289818,-0.665814428,2.961626967,-0.224813737,0.822124179,0.980372959
10351,LAMB4,17.77700514,0.517171315,0.426282856,1.213211621,0.225048922,0.664069187
10352,USH2A,2.192242941,1.149470661,1.219819011,0.942328863,0.346024296,0.774891425
10353,LAMB4,1.905484785,0.546477429,2.696114201,0.202690757,0.839376748,0.980372959
10354,RBM48,31.96841632,-0.144864746,0.188608955,-0.768069292,0.442446019,0.83836514
10355,LPH,0.253982044,0.989973081,1.840502937,0.537881826,0.590658636,0.909679355
